,band_combo,banded,bird,get_banded_display,get_life_stage_guess_display,get_sex_guess_display,id,life_stage_guess,revisit,sex_guess,sighting,sighting__date_sighted,sighting__point_location,sighting__time_sighted
160,,unbanded,,Not banded,,,8409,,False,,4017,2019-09-06,"{'type': 'Point', 'coordinates': [167.95, -44.722]}",15:10:00
161,black e on green,readable,,"Banded, readable",,,8407,,False,,4017,2019-09-06,"{'type': 'Point', 'coordinates': [167.95, -44.722]}",15:10:00
162,yellow 6 on blue,readable,,"Banded, readable",,,8408,,False,,4017,2019-09-06,"{'type': 'Point', 'coordinates': [167.95, -44.722]}",15:10:00
163,,unknown,,Couldn't tell,,,8364,,False,,3991,2019-09-06,"{'type': 'Point', 'coordinates': [171.60738440207757, -43.20391275004342]}",14:00:00
164,,unknown,,Couldn't tell,,,8365,,False,,3991,2019-09-06,"{'type': 'Point', 'coordinates': [171.60738440207757, -43.20391275004342]}",14:00:00
165,,unbanded,,Not banded,Juvenile,,8370,juvenile,False,,3995,2019-09-06,"{'type': 'Point', 'coordinates': [171.60450566863182, -43.21577710554016]}",13:45:00
166,Green,unreadable,,"Banded, unreadable",Adult,,8371,adult,False,,3995,2019-09-06,"{'type': 'Point', 'coordinates': [171.60450566863182, -43.21577710554016]}",13:45:00
167,Feathers have darker edge,unknown,,Couldn't tell,Adult,Male,8415,adult,False,male,4020,2019-09-06,"{'type': 'Point', 'coordinates': [168.63140344852974, -45.00516116004665]}",13:30:00
168,Feather is less colorful,unknown,,Couldn't tell,Adult,Female,8416,adult,False,female,4020,2019-09-06,"{'type': 'Point', 'coordinates': [168.63140344852974, -45.00516116004665]}",13:30:00
169,Blue and black,readable,,"Banded, readable",,,8317,,False,,3981,2019-09-06,"{'type': 'Point', 'coordinates': [167.94976733262376, -44.72104065967711]}",08:18:00
170,,unbanded,,Not banded,Sub-Adult,Male,8318,sub-adult,False,male,3981,2019-09-06,"{'type': 'Point', 'coordinates': [167.94976733262376, -44.72104065967711]}",08:18:00
171,White 5 on green,readable,,"Banded, readable",,,8313,,False,,3978,2019-09-05,"{'type': 'Point', 'coordinates': [170.359, -43.2616]}",16:01:00
172,,unbanded,,Not banded,Adult,,8310,adult,False,,3977,2019-09-05,"{'type': 'Point', 'coordinates': [168.89593732102043, -44.633088928592414]}",15:30:00
173,Silver,unreadable,,"Banded, unreadable",Adult,,8309,adult,False,,3977,2019-09-05,"{'type': 'Point', 'coordinates': [168.89593732102043, -44.633088928592414]}",15:30:00
174,,unbanded,,Not banded,Juvenile,,8311,juvenile,False,,3977,2019-09-05,"{'type': 'Point', 'coordinates': [168.89593732102043, -44.633088928592414]}",15:30:00
175,White 5 on brown,readable,"{'slug': 'clarence', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': 'Clarence was banded at the Otira Viaduct lookout in June 2019 by Laura and Renny as a fledgling. He has been sponsored by the Dunlop Family.', 'is_featured': False, 'sponsor_name': 'Dunlop Family', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/clarence/2-2-crop-c0-63__0-37-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/clarence/2-2-crop-c0-63__0-37-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/clarence/2-2.jpg'}, 'profile_picture_attribution': 'Christopher Koo'}, 'get_age': 0, 'get_life_stage': 'Fledgling', 'study_area': 'Waimakariri', 'band_combo': 'White 5 on Brown', 'name': 'Clarence', 'birthday': '2019-01-01', 'primary_band': 'V-1780', 'date_modified': '2019-09-01T23:38:26.251976+12:00', 'date_imported': '2019-08-28T10:41:37+12:00'}","Banded, readable",Fledgling,Male,8315,fledgling,False,male,3980,2019-09-05,"{'type': 'Point', 'coordinates': [171.55679727407266, -42.88828943667737]}",15:30:00
176,,unknown,,Couldn't tell,,,8316,,False,,3980,2019-09-05,"{'type': 'Point', 'coordinates': [171.55679727407266, -42.88828943667737]}",15:30:00
177,,unbanded,,Not banded,Juvenile,,8312,juvenile,False,,3977,2019-09-05,"{'type': 'Point', 'coordinates': [168.89593732102043, -44.633088928592414]}",15:30:00
178,Black g,readable,,"Banded, readable",,,8302,,False,,3972,2019-09-05,"{'type': 'Point', 'coordinates': [171.55678003348322, -42.8883574964204]}",15:00:00
179,Red 5,readable,,"Banded, readable",,,8300,,False,,3972,2019-09-05,"{'type': 'Point', 'coordinates': [171.55678003348322, -42.8883574964204]}",15:00:00
180,Blue silver 5,readable,,"Banded, readable",,,8301,,False,,3972,2019-09-05,"{'type': 'Point', 'coordinates': [171.55678003348322, -42.8883574964204]}",15:00:00
181,Blue,unreadable,,"Banded, unreadable",,,8367,,False,,3993,2019-09-05,"{'type': 'Point', 'coordinates': [167.95153409614136, -44.720437557425775]}",14:30:00
182,Green,unreadable,,"Banded, unreadable",,,8369,,False,,3993,2019-09-05,"{'type': 'Point', 'coordinates': [167.95153409614136, -44.720437557425775]}",14:30:00
183,Red,unreadable,,"Banded, unreadable",,,8368,,False,,3993,2019-09-05,"{'type': 'Point', 'coordinates': [167.95153409614136, -44.720437557425775]}",14:30:00
184,White 1 on blue,readable,,"Banded, readable",,,8307,,False,,3974,2019-09-05,"{'type': 'Point', 'coordinates': [170.359, 43.2616]}",11:05:00
185,,unbanded,,Not banded,,,8482,,False,,4054,2019-09-05,"{'type': 'Point', 'coordinates': [167.67026245222564, -45.40048380338555]}",07:30:00
186,,unbanded,,Not banded,,,8480,,False,,4054,2019-09-05,"{'type': 'Point', 'coordinates': [167.67026245222564, -45.40048380338555]}",07:30:00
187,,unbanded,,Not banded,,,8477,,False,,4054,2019-09-05,"{'type': 'Point', 'coordinates': [167.67026245222564, -45.40048380338555]}",07:30:00
188,,unbanded,,Not banded,,,8481,,False,,4054,2019-09-05,"{'type': 'Point', 'coordinates': [167.67026245222564, -45.40048380338555]}",07:30:00
189,,unbanded,,Not banded,,,8479,,False,,4054,2019-09-05,"{'type': 'Point', 'coordinates': [167.67026245222564, -45.40048380338555]}",07:30:00
190,,unbanded,,Not banded,,,8478,,False,,4054,2019-09-05,"{'type': 'Point', 'coordinates': [167.67026245222564, -45.40048380338555]}",07:30:00
191,,unbanded,,Not banded,Adult,,8306,adult,False,,3973,2019-09-04,"{'type': 'Point', 'coordinates': [171.48087378634307, -42.923977026384094]}",21:43:00
192,,unbanded,,Not banded,Sub-Adult,,8304,sub-adult,False,,3973,2019-09-04,"{'type': 'Point', 'coordinates': [171.48087378634307, -42.923977026384094]}",21:43:00
193,,unbanded,,Not banded,Juvenile,,8303,juvenile,False,,3973,2019-09-04,"{'type': 'Point', 'coordinates': [171.48087378634307, -42.923977026384094]}",21:43:00
194,,unbanded,,Not banded,Adult,,8305,adult,False,,3973,2019-09-04,"{'type': 'Point', 'coordinates': [171.48087378634307, -42.923977026384094]}",21:43:00
195,,unknown,,Couldn't tell,Adult,,8285,adult,False,,3970,2019-09-04,"{'type': 'Point', 'coordinates': [171.56127715704054, -42.938771944323605]}",15:02:00
196,black E on green,readable,,"Banded, readable",,,8378,,False,,4002,2019-09-04,"{'type': 'Point', 'coordinates': [167.9525261176969, -44.72082593949679]}",13:30:00
197,,unknown,,Couldn't tell,,,8379,,False,,4002,2019-09-04,"{'type': 'Point', 'coordinates': [167.9525261176969, -44.72082593949679]}",13:30:00
198,Double checked videos - none,unbanded,,Not banded,Sub-Adult,Female,8362,sub-adult,False,female,3989,2019-09-02,"{'type': 'Point', 'coordinates': [172.71560733337233, -41.19772972849292]}",16:30:00
199,Double checked videos - none,unbanded,,Not banded,Sub-Adult,Male,8361,sub-adult,False,male,3989,2019-09-02,"{'type': 'Point', 'coordinates': [172.71560733337233, -41.19772972849292]}",16:30:00
200,Green F Black Band,readable,"{'slug': 'hugh-logan', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""This kea is one of many new fledglings seen during the 2019 winter months which have appeared as part of a second clutch in what has been an unusually prolific breeding season.\r\n\r\nHugh Logan is named after an exceptional man who has done a vast amount for the environmental cause over the years; he has also achieved a huge amount more in the outdoor recreation space and given so much of his time. \r\n\r\nHugh has been Chair of the NZ Land and Water Forum (a stakeholder group advising the NZ Government on freshwater policy). He previously headed the NZ Ministry for the Environment, was former Director General of the Department of Conservation and headed the NZ Antarctic Programme (now Antarctica NZ). He has served as President of the Canterbury Mountaineering Club and New Zealand Alpine Club, is the author of Mt Cook guidebook and Classic Peaks of New Zealand and has a long history of climbing and skiing in the Arthur's Pass area. Hence we thought it fitting to have a kea in Hugh's name to celebrate all he has given to the cause."", 'is_featured': False, 'sponsor_name': None, 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/hugh-logan/TobyMansonPhoto_Kea_MilfordSound-2017-12-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/hugh-logan/TobyMansonPhoto_Kea_MilfordSound-2017-12-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/hugh-logan/TobyMansonPhoto_Kea_MilfordSound-2017-12.jpg'}, 'profile_picture_attribution': 'Toby Manson'}, 'get_age': 0, 'get_life_stage': 'Fledgling', 'study_area': 'Waimakariri', 'band_combo': 'Green F on Black', 'name': 'Hugh Logan', 'birthday': '2019-01-01', 'primary_band': 'V-3246', 'date_modified': '2019-08-29T11:59:34.249592+12:00', 'date_imported': '2019-08-29T11:59:17+12:00'}","Banded, readable",Juvenile,Male,8273,juvenile,False,male,3966,2019-09-02,"{'type': 'Point', 'coordinates': [171.56098843757786, -42.9381703162199]}",15:03:00
201,Pink band white j,readable,"{'slug': 'ken-joe', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Ken Joe was banded as an fledgling at Otira Viaduct on March 2018 by Martina and Mark. The photo shows him feeding on coprosma berries. Kea are perfectly able to feed for themselves in the mountains and do not need to be feed by humans. Please do not feed them.\r\n\r\nKen Joe is sponsored in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Joan who is almost certainly Ken Joe's sibling."", 'is_featured': False, 'sponsor_name': 'Maclean Trust', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/ken-joe/WhiteJonPink3.jpg'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 1, 'get_life_stage': 'Juvenile', 'study_area': 'Waimakariri', 'band_combo': 'White J on Pink', 'name': 'Ken Joe', 'birthday': '2018-01-01', 'primary_band': 'V-2194', 'date_modified': '2018-04-30T11:03:46.326974+12:00', 'date_imported': '2018-04-30T11:03:41+12:00'}","Banded, readable",Juvenile,Male,8272,juvenile,False,male,3965,2019-09-02,"{'type': 'Point', 'coordinates': [171.56069447447584, -42.937903635641206]}",15:03:00
202,White J Pink band,readable,"{'slug': 'ken-joe', 'status': 'Alive', 'sex': 'Male', 'bird_extended': {'description': ""Ken Joe was banded as an fledgling at Otira Viaduct on March 2018 by Martina and Mark. The photo shows him feeding on coprosma berries. Kea are perfectly able to feed for themselves in the mountains and do not need to be feed by humans. Please do not feed them.\r\n\r\nKen Joe is sponsored in honour of the founders of the Maclean Trust, Joan and Joe Maclean. They also sponsored Joan who is almost certainly Ken Joe's sibling."", 'is_featured': False, 'sponsor_name': 'Maclean Trust', 'sponsor_website': None, 'profile_picture': {'large': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-500x500-70.jpg', 'thumbnail': 'https://media.keadatabase.nz/media/__sized__/birds/ken-joe/WhiteJonPink3-crop-c0-5__0-5-350x250-70.jpg', 'full_size': 'https://media.keadatabase.nz/media/birds/ken-joe/WhiteJonPink3.jpg'}, 'profile_picture_attribution': 'Mark Brabyn'}, 'get_age': 1, 'get_life_stage': 'Juvenile', 'study_area': 'Waimakariri', 'band_combo': 'White J on Pink', 'name': 'Ken Joe', 'birthday': '2018-01-01', 'primary_band': 'V-2194', 'date_modified': '2018-04-30T11:03:46.326974+12:00', 'date_imported': '2018-04-30T11:03:41+12:00'}","Banded, readable",Juvenile,Male,8314,juvenile,False,male,3979,2019-09-02,"{'type': 'Point', 'coordinates': [171.5603067145227, -42.9376542794212]}",15:00:00
203,,unknown,,Couldn't tell,,,8271,,False,,3964,2019-09-02,"{'type': 'Point', 'coordinates': [168.12, 44.43]}",13:15:00
204,,unbanded,,Not banded,,,8270,,False,,3964,2019-09-02,"{'type': 'Point', 'coordinates': [168.12, 44.43]}",13:15:00
205,,unbanded,,Not banded,,,8462,,False,,4048,2019-09-02,"{'type': 'Point', 'coordinates': [171.37994814339885, -42.777663877701066]}",13:00:00
206,,unbanded,,Not banded,,,8269,,False,,3963,2019-09-02,"{'type': 'Point', 'coordinates': [172.29480206877594, -42.488287604742794]}",07:00:00
207,,unbanded,,Not banded,,,8268,,False,,3963,2019-09-02,"{'type': 'Point', 'coordinates': [172.29480206877594, -42.488287604742794]}",07:00:00
208,"2 silver bands on left leg, top with black number 4 on it, the bottom was too hard to tell. The right leg silver band with black 4 on it",readable,,"Banded, readable",,,8266,,False,,3961,2019-09-01,"{'type': 'Point', 'coordinates': [171.66886000106922, -43.15714492932759]}",18:34:00
209,5,readable,,"Banded, readable",,,8265,,False,,3959,2019-09-01,"{'type': 'Point', 'coordinates': [171.56438143972275, -42.93719044608521]}",16:40:00
210,,unknown,,Couldn't tell,,,8284,,False,,3969,2019-09-01,"{'type': 'Point', 'coordinates': [170.07305918503965, -43.714649571165616]}",16:30:00
211,,unknown,,Couldn't tell,,,8282,,False,,3969,2019-09-01,"{'type': 'Point', 'coordinates': [170.07305918503965, -43.714649571165616]}",16:30:00
212,,unknown,,Couldn't tell,,,8283,,False,,3969,2019-09-01,"{'type': 'Point', 'coordinates': [170.07305918503965, -43.714649571165616]}",16:30:00
213,,unbanded,,Not banded,Juvenile,Male,8262,juvenile,False,male,3957,2019-09-01,"{'type': 'Point', 'coordinates': [167.93777775072567, -44.67752090378346]}",10:23:00
214,Black AS on Yellow (Cheiroso),readable,,"Banded, readable",Juvenile,Male,8261,juvenile,False,male,3957,2019-09-01,"{'type': 'Point', 'coordinates': [167.93777775072567, -44.67752090378346]}",10:23:00
215,,unbanded,,Not banded,,,8264,,False,,3958,2019-09-01,"{'type': 'Point', 'coordinates': [172.2941469589946, -42.487851163535375]}",08:00:00
216,,unbanded,,Not banded,,,8263,,False,,3958,2019-09-01,"{'type': 'Point', 'coordinates': [172.2941469589946, -42.487851163535375]}",08:00:00
217,,unknown,,Couldn't tell,,,8274,,False,,3967,2019-09-01,"{'type': 'Point', 'coordinates': [171.03005100454277, -43.20609209945262]}",07:22:00
218,,unknown,,Couldn't tell,,,8278,,False,,3967,2019-09-01,"{'type': 'Point', 'coordinates': [171.03005100454277, -43.20609209945262]}",07:22:00
219,,unknown,,Couldn't tell,,,8280,,False,,3967,2019-09-01,"{'type': 'Point', 'coordinates': [171.03005100454277, -43.20609209945262]}",07:22:00
220,,unknown,,Couldn't tell,,,8275,,False,,3967,2019-09-01,"{'type': 'Point', 'coordinates': [171.03005100454277, -43.20609209945262]}",07:22:00
221,,unknown,,Couldn't tell,,,8279,,False,,3967,2019-09-01,"{'type': 'Point', 'coordinates': [171.03005100454277, -43.20609209945262]}",07:22:00
222,,unknown,,Couldn't tell,,,8276,,False,,3967,2019-09-01,"{'type': 'Point', 'coordinates': [171.03005100454277, -43.20609209945262]}",07:22:00
223,,unknown,,Couldn't tell,,,8277,,False,,3967,2019-09-01,"{'type': 'Point', 'coordinates': [171.03005100454277, -43.20609209945262]}",07:22:00
224,,unknown,,Couldn't tell,,,8281,,False,,3967,2019-09-01,"{'type': 'Point', 'coordinates': [171.03005100454277, -43.20609209945262]}",07:22:00
225,Light Blue Capital H,readable,,"Banded, readable",Adult,Female,8260,adult,False,female,3956,2019-08-31,"{'type': 'Point', 'coordinates': [171.5613938023866, -42.935427097189816]}",15:00:00
226,,unknown,,Couldn't tell,,,8380,,False,,4003,2019-08-31,"{'type': 'Point', 'coordinates': [168.96392425188293, -44.5828471747581]}",12:00:00
227,Black B on Blue band,readable,,"Banded, readable",,,8257,,False,,3954,2019-08-31,"{'type': 'Point', 'coordinates': [171.5654020273741, -42.94318125963868]}",11:57:00
228,White A6 on Blue,readable,,"Banded, readable",Juvenile,,8255,juvenile,False,,3952,2019-08-31,"{'type': 'Point', 'coordinates': [167.93841508467267, -44.677401554699586]}",09:14:00
229,Black R on white,readable,,"Banded, readable",,,8453,,False,,4038,2019-08-31,"{'type': 'Point', 'coordinates': [170.359, 43.2616]}",09:09:00
230,,unbanded,,Not banded,,,8298,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
231,,unbanded,,Not banded,,,8299,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
232,,unbanded,,Not banded,,,8297,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
233,,unbanded,,Not banded,,,8296,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
234,,unbanded,,Not banded,,,8293,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
235,,unbanded,,Not banded,,,8294,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
236,,unbanded,,Not banded,,,8295,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
237,,unbanded,,Not banded,,,8287,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
238,,unbanded,,Not banded,,,8288,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
239,,unbanded,,Not banded,,,8286,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
240,,unbanded,,Not banded,,,8289,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
241,,unbanded,,Not banded,,,8290,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
242,,unbanded,,Not banded,,,8291,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
243,,unbanded,,Not banded,,,8292,,False,,3971,2019-08-31,"{'type': 'Point', 'coordinates': [170.0922148454838, -43.50414548864481]}",08:30:00
